,From,To,Date,Subject,From_Name,To_Name,CurrentEmploymentType_To_List,CurrentEmploymentType_To_Unique,Subject_new,just_date,day,Time_of_day,LastName_From,FirstName_From,BirthDate_From,BirthCountry_From,Gender_From,CitizenshipCountry_From,CitizenshipBasis_From,CitizenshipStartDate_From,PassportCountry_From,PassportIssueDate_From,PassportExpirationDate_From,CurrentEmploymentType_From,CurrentEmploymentTitle_From,CurrentEmploymentStartDate_From,EmailAddress_From,MilitaryServiceBranch_From,MilitaryDischargeType_From,MilitaryDischargeDate_From,CurrentEmploymentType_Original_From,CurrentEmploymentType_To_Unlisted
325,Henk.Mies@gastech.com.kronos,"Cecilia.Morluniau@gastech.com.kronos,Claudio.Hawelon@gastech.com.kronos,Emile.Arpa@gastech.com.kronos,Valeria.Morlun@gastech.com.kronos,Dylan.Scozzese@gastech.com.kronos,Varro.Awelon@gastech.com.kronos,Albina.Hafon@gastech.com.kronos,Benito.Hawelon@gastech.com.kronos,Irene.Nant@gastech.com.kronos,Dante.Coginian@gastech.com.kronos",2014-01-08 19:54:00,RE: Don't text and drive!,Henk Mies,"['Morluniau Cecilia', 'Hawelon Claudio', 'Arpa Emile', 'Morlun Valeria', 'Scozzese Dylan', 'Awelon Varro', 'Hafon Albina', 'Hawelon Benito', 'Nant Irene', 'Coginian Dante']","['Facilities', 'Facilities', 'Facilities', 'Facilities', 'Facilities', 'Facilities', 'Facilities', 'Facilities', 'Facilities', 'Facilities']",['Facilities'], Don't text and drive!,2014-01-08,8,After hours (the rest),Mies,Henk,1984-09-23,Kronos,Male,Kronos,BirthNation,1984-09-23,,,,Facilities,Truck Driver,2013-07-12,Henk.Mies@gastech.com.kronos,ArmedForcesOfKronos,HonorableDischarge,2004-10-01,Facilities,Facilities
326,Lars.Azada@gastech.com.kronos,"Adra.Nubarron@gastech.com.kronos,Lars.Azada@gastech.com.kronos,Axel.Calzas@gastech.com.kronos,Lidelse.Dedos@gastech.com.kronos",2014-01-08 19:56:00,RE: Field work rotation schedule,Lars Azada,"['Nubarron Adra', 'Azada Lars', 'Calzas Axel', 'Dedos Lidelse']","['Engineering', 'Engineering', 'Engineering', 'Engineering']",['Engineering'], Field work rotation schedule,2014-01-08,8,After hours (the rest),Azada,Lars,1973-04-30,Tethys,Male,Tethys,BirthNation,1973-04-30,Tethys,2011-06-01,2021-05-31,Engineering,Engineer,1995-12-01,Lars.Azada@gastech.com.kronos,TethanDefenseForceAir,GeneralDischarge,1995-10-01,Engineering,Engineering
327,Cornelia.Lais@gastech.com.kronos,"Mat.Bramar@gastech.com.kronos,Anda.Ribera@gastech.com.kronos,Rachel.Pantanal@gastech.com.kronos,Linda.Lagos@gastech.com.kronos,Ruscella.Mies.Haber@gastech.com.kronos,Carla.Forluniau@gastech.com.kronos,Cornelia.Lais@gastech.com.kronos",2014-01-08 20:02:00,RE: Does anyone have ...,Cornelia Lais,"['Bramar Mat', 'Ribera Anda', 'Pantanal Rachel', 'Lagos Linda', 'Mies Haber Ruscella', 'Forluniau Carla', 'Lais Cornelia']","['Executive', 'Executive', 'Executive', 'Executive', 'Engineering', 'IT', 'Security']",['Executive' 'Engineering' 'IT' 'Security'], Does anyone have ...,2014-01-08,8,After hours (the rest),Lais,Cornelia,1991-07-07,Kronos,Female,Kronos,BirthNation,1991-07-07,,,,Security,Assistant to Security Group Manager,2011-12-22,Cornelia.Lais@gastech.com.kronos,ArmedForcesOfKronos,GeneralDischarge,2011-10-01,Administration,Not unique department
328,Lidelse.Dedos@gastech.com.kronos,"Adra.Nubarron@gastech.com.kronos,Lars.Azada@gastech.com.kronos,Axel.Calzas@gastech.com.kronos,Lidelse.Dedos@gastech.com.kronos",2014-01-08 20:22:00,RE: Field work rotation schedule,Lidelse Dedos,"['Nubarron Adra', 'Azada Lars', 'Calzas Axel', 'Dedos Lidelse']","['Engineering', 'Engineering', 'Engineering', 'Engineering']",['Engineering'], Field work rotation schedule,2014-01-08,8,After hours (the rest),Dedos,Lidelse,1952-02-14,Tethys,Female,Tethys,BirthNation,1952-02-14,Tethys,2008-08-13,2018-08-12,Engineering,Engineering Group Manager,2003-03-01,Lidelse.Dedos@gastech.com.kronos,,,,Engineering,Engineering
329,Lars.Azada@gastech.com.kronos,"Adra.Nubarron@gastech.com.kronos,Lars.Azada@gastech.com.kronos,Axel.Calzas@gastech.com.kronos,Lidelse.Dedos@gastech.com.kronos",2014-01-08 20:52:00,RE: Field work rotation schedule,Lars Azada,"['Nubarron Adra', 'Azada Lars', 'Calzas Axel', 'Dedos Lidelse']","['Engineering', 'Engineering', 'Engineering', 'Engineering']",['Engineering'], Field work rotation schedule,2014-01-08,8,After hours (the rest),Azada,Lars,1973-04-30,Tethys,Male,Tethys,BirthNation,1973-04-30,Tethys,2011-06-01,2021-05-31,Engineering,Engineer,1995-12-01,Lars.Azada@gastech.com.kronos,TethanDefenseForceAir,GeneralDischarge,1995-10-01,Engineering,Engineering
330,Lars.Azada@gastech.com.kronos,"Adra.Nubarron@gastech.com.kronos,Lars.Azada@gastech.com.kronos,Axel.Calzas@gastech.com.kronos,Lidelse.Dedos@gastech.com.kronos",2014-01-08 20:53:00,RE: Field work rotation schedule,Lars Azada,"['Nubarron Adra', 'Azada Lars', 'Calzas Axel', 'Dedos Lidelse']","['Engineering', 'Engineering', 'Engineering', 'Engineering']",['Engineering'], Field work rotation schedule,2014-01-08,8,After hours (the rest),Azada,Lars,1973-04-30,Tethys,Male,Tethys,BirthNation,1973-04-30,Tethys,2011-06-01,2021-05-31,Engineering,Engineer,1995-12-01,Lars.Azada@gastech.com.kronos,TethanDefenseForceAir,GeneralDischarge,1995-10-01,Engineering,Engineering
331,Sven.Flecha@gastech.com.kronos,"Sven.Flecha@gastech.com.kronos,Lucas.Alcazar@gastech.com.kronos,Nils.Calixto@gastech.com.kronos",2014-01-08 21:04:00,RE: Question about behavior of field device,Sven Flecha,"['Flecha Sven', 'Alcazar Lucas', 'Calixto Nils']","['IT', 'IT', 'IT']",['IT'], Question about behavior of field device,2014-01-08,8,After hours (the rest),Flecha,Sven,1986-11-11,Tethys,Male,Tethys,BirthNation,1986-11-11,Tethys,2006-10-09,2016-10-08,IT,IT Technician,2010-10-15,Sven.Flecha@gastech.com.kronos,,,,Information Technology,IT
332,Sven.Flecha@gastech.com.kronos,"Sven.Flecha@gastech.com.kronos,Lucas.Alcazar@gastech.com.kronos,Nils.Calixto@gastech.com.kronos",2014-01-08 21:09:00,RE: Question about behavior of field device,Sven Flecha,"['Flecha Sven', 'Alcazar Lucas', 'Calixto Nils']","['IT', 'IT', 'IT']",['IT'], Question about behavior of field device,2014-01-08,8,After hours (the rest),Flecha,Sven,1986-11-11,Tethys,Male,Tethys,BirthNation,1986-11-11,Tethys,2006-10-09,2016-10-08,IT,IT Technician,2010-10-15,Sven.Flecha@gastech.com.kronos,,,,Information Technology,IT
333,Lars.Azada@gastech.com.kronos,"Adra.Nubarron@gastech.com.kronos,Lars.Azada@gastech.com.kronos,Axel.Calzas@gastech.com.kronos,Lidelse.Dedos@gastech.com.kronos",2014-01-08 21:18:00,RE: Field work rotation schedule,Lars Azada,"['Nubarron Adra', 'Azada Lars', 'Calzas Axel', 'Dedos Lidelse']","['Engineering', 'Engineering', 'Engineering', 'Engineering']",['Engineering'], Field work rotation schedule,2014-01-08,8,After hours (the rest),Azada,Lars,1973-04-30,Tethys,Male,Tethys,BirthNation,1973-04-30,Tethys,2011-06-01,2021-05-31,Engineering,Engineer,1995-12-01,Lars.Azada@gastech.com.kronos,TethanDefenseForceAir,GeneralDischarge,1995-10-01,Engineering,Engineering
334,Claudio.Hawelon@gastech.com.kronos,"Bertrand.Ovan@gastech.com.kronos,Albina.Hafon@gastech.com.kronos,Henk.Mies@gastech.com.kronos,Dylan.Scozzese@gastech.com.kronos,Cecilia.Morluniau@gastech.com.kronos,Irene.Nant@gastech.com.kronos,Adan.Morlun@gastech.com.kronos",2014-01-09 08:41:00,Funny!!,Claudio Hawelon,"['Ovan Bertrand', 'Hafon Albina', 'Mies Henk', 'Scozzese Dylan', 'Morluniau Cecilia', 'Nant Irene', 'Morlun Adan']","['Facilities', 'Facilities', 'Facilities', 'Facilities', 'Facilities', 'Facilities', 'Facilities']",['Facilities'],Funny!!,2014-01-09,9,After hours (the rest),Hawelon,Claudio,1983-08-13,Kronos,Male,Kronos,BirthNation,1983-08-13,,,,Facilities,Truck Driver,2007-03-13,Claudio.Hawelon@gastech.com.kronos,ArmedForcesOfKronos,GeneralDischarge,2003-10-01,Facilities,Facilities
335,Ingrid.Barranco@gastech.com.kronos,"Sten.SanjorgeJr.@gastech.com.tethys,Willem.Vasco-Pais@gastech.com.kronos,Ada.Campo-Corrente@gastech.com.kronos,Orhan.Strum@gastech.com.kronos",2014-01-09 09:51:00,Impact of local politics on profit margin,Ingrid Barranco,"['Sanjorge Jr. Sten', 'Vasco-Pais Willem', 'Campo-Corrente Ada', 'Strum Orhan']","['Executive', 'Executive', 'Executive', 'Executive']",['Executive'],Impact of local politics on profit margin,2014-01-09,9,Working hours (9-5),Barranco,Ingrid,1961-10-26,Tethys,Female,Tethys,BirthNation,1961-10-26,Tethys,2013-07-01,2023-06-30,Executive,SVP/CFO,2003-09-30,Ingrid.Barranco@gastech.com.kronos,,,,Executive,Executive
336,Albina.Hafon@gastech.com.kronos,"Bertrand.Ovan@gastech.com.kronos,Albina.Hafon@gastech.com.kronos,Henk.Mies@gastech.com.kronos,Dylan.Scozzese@gastech.com.kronos,Cecilia.Morluniau@gastech.com.kronos,Irene.Nant@gastech.com.kronos,Adan.Morlun@gastech.com.kronos",2014-01-09 10:12:00,RE: Funny!!,Albina Hafon,"['Ovan Bertrand', 'Hafon Albina', 'Mies Henk', 'Scozzese Dylan', 'Morluniau Cecilia', 'Nant Irene', 'Morlun Adan']","['Facilities', 'Facilities', 'Facilities', 'Facilities', 'Facilities', 'Facilities', 'Facilities']",['Facilities'], Funny!!,2014-01-09,9,Working hours (9-5),Hafon,Albina,1987-06-14,Kronos,Female,Kronos,BirthNation,1987-06-14,,,,Facilities,Truck Driver,2009-09-12,Albina.Hafon@gastech.com.kronos,ArmedForcesOfKronos,GeneralDischarge,2007-10-01,Facilities,Facilities
337,Ruscella.Mies.Haber@gastech.com.kronos,"Rachel.Pantanal@gastech.com.kronos,Lars.Azada@gastech.com.kronos,Felix.Balas@gastech.com.kronos,Isande.Borrasca@gastech.com.kronos,Axel.Calzas@gastech.com.kronos,Gustav.Cazar@gastech.com.kronos,Lidelse.Dedos@gastech.com.kronos,Birgitta.Frente@gastech.com.kronos,Vira.Frente@gastech.com.kronos,Adra.Nubarron@gastech.com.kronos,Marin.Onda@gastech.com.kronos,Kare.Orilla@gastech.com.kronos,Elsa.Orilla@gastech.com.kronos,Brand.Tempestad@gastech.com.kronos,Ingrid.Barranco@gastech.com.kronos,Ada.Campo-Corrente@gastech.com.kronos,Sten.SanjorgeJr.@gastech.com.kronos,Orhan.Strum@gastech.com.kronos,Willem.Vasco-Pais@gastech.com.kronos,Bertrand.Ovan@gastech.com.kronos,Albina.Hafon@gastech.com.kronos,Benito.Hawelon@gastech.com.kronos,Claudio.Hawelon@gastech.com.kronos,Henk.Mies@gastech.com.kronos,Valeria.Morlun@gastech.com.kronos,Adan.Morlun@gastech.com.kronos,Cecilia.Morluniau@gastech.com.kronos,Irene.Nant@gastech.com.kronos,Dylan.Scozzese@gastech.com.kronos,Lucas.Alcazar@gastech.com.kronos,Isak.Baza@gastech.com.kronos,Linnea.Bergen@gastech.com.kronos,Nils.Calixto@gastech.com.kronos,Sven.Flecha@gastech.com.kronos,Hideki.Cocinaro@gastech.com.kronos,Inga.Ferro@gastech.com.kronos,Loreto.Bodrogi@gastech.com.kronos,Isia.Vann@gastech.com.kronos,Stenig.Fusil@gastech.com.kronos,Hennie.Osvaldo@gastech.com.kronos,Kanon.Herrero@gastech.com.kronos,Varja.Lagos@gastech.com.kronos,Minke.Mies@gastech.com.kronos,Felix.Resumir@gastech.com.kronos,Edvard.Vann@gastech.com.kronos,Emile.Arpa@gastech.com.kronos,Varro.Awelon@gastech.com.kronos,Mat.Bramar@gastech.com.kronos,Dante.Coginian@gastech.com.kronos,Carla.Forluniau@gastech.com.kronos,Linda.Lagos@gastech.com.kronos,Cornelia.Lais@gastech.com.kronos,Ruscella.Mies.Haber@gastech.com.kronos,Anda.Ribera@gastech.com.kronos",2014-01-09 10:21:00,"Good morning, GasTech!",Ruscella Mies Haber,All,"['Executive', 'Engineering', 'Engineering', 'Engineering', 'Engineering', 'Engineering', 'Engineering', 'Engineering', 'Engineering', 'Engineering', 'Engineering', 'Engineering', 'Engineering', 'Engineering', 'Executive', 'Executive', 'Executive', 'Executive', 'Executive', 'Facilities', 'Facilities', 'Facilities', 'Facilities', 'Facilities', 'Facilities', 'Facilities', 'Facilities', 'Facilities', 'Facilities', 'IT', 'IT', 'IT', 'IT', 'IT', 'Security', 'Security', 'Security', 'Security', 'Security', 'Security', 'Security', 'Security', 'Security', 'Security', 'Security', 'Facilities', 'Facilities', 'Executive', 'Facilities', 'IT', 'Executive', 'Security', 'Engineering', 'Executive']",['Executive' 'Engineering' 'Facilities' 'IT' 'Security'],"Good morning, GasTech!",2014-01-09,9,Working hours (9-5),Mies Haber,Ruscella,1964-04-26,Kronos,Female,Kronos,BirthNation,1964-04-26,,,,Engineering,Assistant to Engineering Group Manager,2003-04-02,Ruscella.Mies.Haber@gastech.com.kronos,ArmedForcesOfKronos,HonorableDischarge,1984-10-01,Administration,Not unique department
338,Lucas.Alcazar@gastech.com.kronos,"Isak.Baza@gastech.com.kronos,Sven.Flecha@gastech.com.kronos,Nils.Calixto@gastech.com.kronos",2014-01-09 10:23:00,Can anyone swap on-call slots with me?,Lucas Alcazar,"['Baza Isak', 'Flecha Sven', 'Calixto Nils']","['IT', 'IT', 'IT']",['IT'],Can anyone swap on-call slots with me?,2014-01-09,9,Working hours (9-5),Alcazar,Lucas,1990-04-17,Tethys,Male,Tethys,BirthNation,1990-04-17,Tethys,2013-01-24,2023-01-23,IT,IT Helpdesk,2010-11-30,Lucas.Alcazar@gastech.com.kronos,,,,Information Technology,IT
339,Nils.Calixto@gastech.com.kronos,"Lucas.Alcazar@gastech.com.kronos,Nils.Calixto@gastech.com.kronos",2014-01-09 10:49:00,Security patches needed,Nils Calixto,"['Alcazar Lucas', 'Calixto Nils']","['IT', 'IT']",['IT'],Security patches needed,2014-01-09,9,Working hours (9-5),Calixto,Nils,1982-03-26,Tethys,Male,Tethys,BirthNation,1982-03-26,Tethys,2012-06-12,2022-06-11,IT,IT Technician,2004-10-19,Nils.Calixto@gastech.com.kronos,,,,Information Technology,IT
340,Cecilia.Morluniau@gastech.com.kronos,"Bertrand.Ovan@gastech.com.kronos,Albina.Hafon@gastech.com.kronos,Henk.Mies@gastech.com.kronos,Dylan.Scozzese@gastech.com.kronos,Cecilia.Morluniau@gastech.com.kronos,Irene.Nant@gastech.com.kronos,Adan.Morlun@gastech.com.kronos",2014-01-09 10:50:00,RE: Funny!!,Cecilia Morluniau,"['Ovan Bertrand', 'Hafon Albina', 'Mies Henk', 'Scozzese Dylan', 'Morluniau Cecilia', 'Nant Irene', 'Morlun Adan']","['Facilities', 'Facilities', 'Facilities', 'Facilities', 'Facilities', 'Facilities', 'Facilities']",['Facilities'], Funny!!,2014-01-09,9,Working hours (9-5),Morluniau,Cecilia,1988-09-02,Kronos,Female,Kronos,BirthNation,1988-09-02,,,,Facilities,Truck Driver,2009-04-30,Cecilia.Morluniau@gastech.com.kronos,ArmedForcesOfKronos,GeneralDischarge,2008-10-01,Facilities,Facilities
341,Felix.Balas@gastech.com.kronos,Varja.Lagos@gastech.com.kronos,2014-01-09 11:14:00,Congratulations on your service anniversary,Felix Balas,['Lagos Varja'],['Security'],['Security'],Congratulations on your service anniversary,2014-01-09,9,Working hours (9-5),Balas,Felix,1960-03-04,Tethys,Male,Tethys,BirthNation,1960-03-04,Tethys,2005-04-15,2015-04-14,Engineering,Engineer,2004-09-02,Felix.Balas@gastech.com.kronos,TethanDefenseForceNavy,HonorableDischarge,1988-10-01,Engineering,Security
342,Ada.Campo-Corrente@gastech.com.kronos,"Sten.SanjorgeJr.@gastech.com.tethys,Willem.Vasco-Pais@gastech.com.kronos,Ada.Campo-Corrente@gastech.com.kronos,Orhan.Strum@gastech.com.kronos",2014-01-09 11:25:00,RE: Impact of local politics on profit margin,Ada Campo-Corrente,"['Sanjorge Jr. Sten', 'Vasco-Pais Willem', 'Campo-Corrente Ada', 'Strum Orhan']","['Executive', 'Executive', 'Executive', 'Executive']",['Executive'], Impact of local politics on profit margin,2014-01-09,9,Working hours (9-5),Campo-Corrente,Ada,1951-11-26,Tethys,Female,Tethys,BirthNation,1951-11-26,Tethys,2013-07-14,2023-07-13,Executive,SVP/CIO,2004-10-05,Ada.Campo-Corrente@gastech.com.kronos,,,,Executive,Executive
343,Hideki.Cocinaro@gastech.com.kronos,Dante.Coginian@gastech.com.kronos,2014-01-09 11:31:00,Tools,Hideki Cocinaro,['Coginian Dante'],['Facilities'],['Facilities'],Tools,2014-01-09,9,Working hours (9-5),Cocinaro,Hideki,1980-12-25,Tethys,Male,Tethys,BirthNation,1980-12-25,Tethys,2013-05-25,2023-05-24,Security,Site Control,2010-01-01,Hideki.Cocinaro@gastech.com.kronos,TethanDefenseForceArmy,HonorableDischarge,2009-10-01,Security,Facilities
344,Adan.Morlun@gastech.com.kronos,"Irene.Nant@gastech.com.kronos,Cecilia.Morluniau@gastech.com.kronos,Albina.Hafon@gastech.com.kronos,Adan.Morlun@gastech.com.kronos,Dylan.Scozzese@gastech.com.kronos",2014-01-09 11:36:00,Union meeting,Adan Morlun,"['Nant Irene', 'Morluniau Cecilia', 'Hafon Albina', 'Morlun Adan', 'Scozzese Dylan']","['Facilities', 'Facilities', 'Facilities', 'Facilities', 'Facilities']",['Facilities'],Union meeting,2014-01-09,9,Working hours (9-5),Morlun,Adan,1984-10-09,Kronos,Male,Kronos,BirthNation,1984-10-09,,,,Facilities,Truck Driver,2006-01-14,Adan.Morlun@gastech.com.kronos,ArmedForcesOfKronos,HonorableDischarge,2005-10-01,Facilities,Facilities
345,Edvard.Vann@gastech.com.kronos,"Kanon.Herrero@gastech.com.kronos,Minke.Mies@gastech.com.kronos,Hennie.Osvaldo@gastech.com.kronos,Inga.Ferro@gastech.com.kronos,Edvard.Vann@gastech.com.kronos,Felix.Resumir@gastech.com.kronos",2014-01-09 11:37:00,Security procedures for January 20 VIP visit,Edvard Vann,"['Herrero Kanon', 'Mies Minke', 'Osvaldo Hennie', 'Ferro Inga', 'Vann Edvard', 'Resumir Felix']","['Security', 'Security', 'Security', 'Security', 'Security', 'Security']",['Security'],Security procedures for January 20 VIP visit,2014-01-09,9,Working hours (9-5),Vann,Edvard,1991-03-18,Kronos,Male,Kronos,BirthNation,1991-03-18,,,,Security,Perimeter Control,2013-08-15,Edvard.Vann@gastech.com.kronos,ArmedForcesOfKronos,HonorableDischarge,2011-10-01,Security,Security
346,Willem.Vasco-Pais@gastech.com.kronos,"Sten.SanjorgeJr.@gastech.com.tethys,Willem.Vasco-Pais@gastech.com.kronos,Ada.Campo-Corrente@gastech.com.kronos,Orhan.Strum@gastech.com.kronos",2014-01-09 11:41:00,RE: Impact of local politics on profit margin,Willem Vasco-Pais,"['Sanjorge Jr. Sten', 'Vasco-Pais Willem', 'Campo-Corrente Ada', 'Strum Orhan']","['Executive', 'Executive', 'Executive', 'Executive']",['Executive'], Impact of local politics on profit margin,2014-01-09,9,Working hours (9-5),Vasco-Pais,Willem,1975-03-18,Tethys,Male,Tethys,BirthNation,1975-03-18,Tethys,2011-11-26,2021-11-25,Executive,Environmental Safety Advisor,2010-06-05,Willem.Vasco-Pais@gastech.com.kronos,,,,Executive,Executive
347,Sten.SanjorgeJr.@gastech.com.tethys,"Sten.SanjorgeJr.@gastech.com.tethys,Willem.Vasco-Pais@gastech.com.kronos,Ada.Campo-Corrente@gastech.com.kronos,Orhan.Strum@gastech.com.kronos",2014-01-09 11:42:00,RE: Impact of local politics on profit margin,Sten SanjorgeJr ,"['Sanjorge Jr. Sten', 'Vasco-Pais Willem', 'Campo-Corrente Ada', 'Strum Orhan']","['Executive', 'Executive', 'Executive', 'Executive']",['Executive'], Impact of local politics on profit margin,2014-01-09,9,Working hours (9-5),Sanjorge Jr.,Sten,1948-08-29,Tethys,Male,Tethys,BirthNation,1948-08-29,Tethys,2013-04-21,2023-04-20,Executive,President/CEO,1990-11-09,Sten.SanjorgeJr.@gastech.com.tethys,,,,Executive,Executive
348,Albina.Hafon@gastech.com.kronos,"Bertrand.Ovan@gastech.com.kronos,Albina.Hafon@gastech.com.kronos,Henk.Mies@gastech.com.kronos,Dylan.Scozzese@gastech.com.kronos,Cecilia.Morluniau@gastech.com.kronos,Irene.Nant@gastech.com.kronos,Adan.Morlun@gastech.com.kronos",2014-01-09 11:47:00,RE: Funny!!,Albina Hafon,"['Ovan Bertrand', 'Hafon Albina', 'Mies Henk', 'Scozzese Dylan', 'Morluniau Cecilia', 'Nant Irene', 'Morlun Adan']","['Facilities', 'Facilities', 'Facilities', 'Facilities', 'Facilities', 'Facilities', 'Facilities']",['Facilities'], Funny!!,2014-01-09,9,Working hours (9-5),Hafon,Albina,1987-06-14,Kronos,Female,Kronos,BirthNation,1987-06-14,,,,Facilities,Truck Driver,2009-09-12,Albina.Hafon@gastech.com.kronos,ArmedForcesOfKronos,GeneralDischarge,2007-10-01,Facilities,Facilities
349,Isia.Vann@gastech.com.kronos,Claudio.Hawelon@gastech.com.kronos,2014-01-09 11:51:00,Awwww- cute!,Isia Vann,['Hawelon Claudio'],['Facilities'],['Facilities'],Awwww- cute!,2014-01-09,9,Working hours (9-5),Vann,Isia,1986-12-13,Kronos,Male,Kronos,BirthNation,1986-12-13,,,,Security,Perimeter Control,2007-12-14,Isia.Vann@gastech.com.kronos,ArmedForcesOfKronos,GeneralDischarge,2007-10-01,Security,Facilities
350,Irene.Nant@gastech.com.kronos,"Bertrand.Ovan@gastech.com.kronos,Albina.Hafon@gastech.com.kronos,Henk.Mies@gastech.com.kronos,Dylan.Scozzese@gastech.com.kronos,Cecilia.Morluniau@gastech.com.kronos,Irene.Nant@gastech.com.kronos,Adan.Morlun@gastech.com.kronos",2014-01-09 12:24:00,RE: Funny!!,Irene Nant,"['Ovan Bertrand', 'Hafon Albina', 'Mies Henk', 'Scozzese Dylan', 'Morluniau Cecilia', 'Nant Irene', 'Morlun Adan']","['Facilities', 'Facilities', 'Facilities', 'Facilities', 'Facilities', 'Facilities', 'Facilities']",['Facilities'], Funny!!,2014-01-09,9,Working hours (9-5),Nant,Irene,1985-03-13,Kronos,Female,Kronos,BirthNation,1985-03-13,,,,Facilities,Truck Driver,2008-11-30,Irene.Nant@gastech.com.kronos,ArmedForcesOfKronos,GeneralDischarge,2005-10-01,Facilities,Facilities
351,Lucas.Alcazar@gastech.com.kronos,"Lucas.Alcazar@gastech.com.kronos,Nils.Calixto@gastech.com.kronos",2014-01-09 12:33:00,RE: Security patches needed,Lucas Alcazar,"['Alcazar Lucas', 'Calixto Nils']","['IT', 'IT']",['IT'], Security patches needed,2014-01-09,9,Working hours (9-5),Alcazar,Lucas,1990-04-17,Tethys,Male,Tethys,BirthNation,1990-04-17,Tethys,2013-01-24,2023-01-23,IT,IT Helpdesk,2010-11-30,Lucas.Alcazar@gastech.com.kronos,,,,Information Technology,IT
352,Albina.Hafon@gastech.com.kronos,"Bertrand.Ovan@gastech.com.kronos,Albina.Hafon@gastech.com.kronos,Henk.Mies@gastech.com.kronos,Dylan.Scozzese@gastech.com.kronos,Cecilia.Morluniau@gastech.com.kronos,Irene.Nant@gastech.com.kronos,Adan.Morlun@gastech.com.kronos",2014-01-09 12:36:00,RE: Funny!!,Albina Hafon,"['Ovan Bertrand', 'Hafon Albina', 'Mies Henk', 'Scozzese Dylan', 'Morluniau Cecilia', 'Nant Irene', 'Morlun Adan']","['Facilities', 'Facilities', 'Facilities', 'Facilities', 'Facilities', 'Facilities', 'Facilities']",['Facilities'], Funny!!,2014-01-09,9,Working hours (9-5),Hafon,Albina,1987-06-14,Kronos,Female,Kronos,BirthNation,1987-06-14,,,,Facilities,Truck Driver,2009-09-12,Albina.Hafon@gastech.com.kronos,ArmedForcesOfKronos,GeneralDischarge,2007-10-01,Facilities,Facilities
353,Dante.Coginian@gastech.com.kronos,Adan.Morlun@gastech.com.kronos,2014-01-09 12:48:00,Document stuck,Dante Coginian,['Morlun Adan'],['Facilities'],['Facilities'],Document stuck,2014-01-09,9,Working hours (9-5),Coginian,Dante,1971-12-01,Kronos,Male,Kronos,BirthNation,1971-12-01,,,,Facilities,Lead Janitor,1995-01-07,Dante.Coginian@gastech.com.kronos,ArmedForcesOfKronos,GeneralDischarge,1992-10-01,Facilities,Facilities
